gallery_room_id,room_id,gallery_room_name,gallery_room_image,gallery_room_content,created_at,deleted_at
231,54,img_1730,img_173084.jpg,Chưa có nội dung !,2022-12-24 03:11:09,NULL
232,55,3,355.jpg,Chưa có nội dung !,2022-12-24 03:11:43,NULL
233,55,4,489.jpg,Chưa có nội dung !,2022-12-24 03:11:43,NULL
234,55,9,93.jpg,Chưa có nội dung !,2022-12-24 03:11:43,NULL
235,55,10,1096.jpg,Chưa có nội dung !,2022-12-24 03:11:43,NULL
236,56,210-dulxe-king-street,210-dulxe-king-street72.jpg,Chưa có nội dung !,2022-12-24 03:12:15,NULL
237,56,210-dulxe-king-street-1,210-dulxe-king-street-130.jpg,Chưa có nội dung !,2022-12-24 03:12:15,NULL
238,56,210-dulxe-king-street-2,210-dulxe-king-street-279.jpg,Chưa có nội dung !,2022-12-24 03:12:15,NULL
239,56,210-dulxe-king-street-4,210-dulxe-king-street-490.jpg,Chưa có nội dung !,2022-12-24 03:12:15,NULL
240,57,be2efb85c8dbfc6fdb305fcd0ab37160,be2efb85c8dbfc6fdb305fcd0ab3716093.jpg,Chưa có nội dung !,2022-12-24 03:20:47,NULL
241,57,classic-1,classic-197.jpg,Chưa có nội dung !,2022-12-24 03:20:47,NULL
242,57,classic-3,classic-366.jpg,Chưa có nội dung !,2022-12-24 03:20:47,NULL
243,57,classic-4,classic-470.jpg,Chưa có nội dung !,2022-12-24 03:20:47,NULL
244,58,deluxe-twin-1,deluxe-twin-112.jpg,Chưa có nội dung !,2022-12-24 03:21:22,NULL
245,58,deluxe-twin-2,deluxe-twin-232.jpg,Chưa có nội dung !,2022-12-24 03:21:22,NULL
246,58,deluxe-twin-3,deluxe-twin-352.jpg,Chưa có nội dung !,2022-12-24 03:21:22,NULL
247,58,deluxe-twin-4,deluxe-twin-413.jpg,Chưa có nội dung !,2022-12-24 03:21:22,NULL
248,59,premium-1234,premium-123463.jpg,Chưa có nội dung !,2022-12-24 03:21:59,NULL
249,59,sea-side-twin,sea-side-twin44.jpg,Chưa có nội dung !,2022-12-24 03:21:59,NULL
250,59,sea-side-twin-2,sea-side-twin-262.jpg,Chưa có nội dung !,2022-12-24 03:21:59,NULL
251,59,toilet,toilet43.jpg,Chưa có nội dung !,2022-12-24 03:21:59,NULL
252,60,photos_3BQOIXLBO8__tmp_playtemp6771664243652320621_multipartBody7654549941202300293asTemporaryFile,photos_3BQOIXLBO8__tmp_playtemp6771664243652320621_multipartBody7654549941202300293asTemporaryFile22.jfif,Chưa có nội dung !,2022-12-24 03:28:43,NULL
253,60,photos_IOR2ABIH3H__tmp_playtemp6771664243652320621_multipartBody3760648411063274895asTemporaryFile,photos_IOR2ABIH3H__tmp_playtemp6771664243652320621_multipartBody3760648411063274895asTemporaryFile57.jfif,Chưa có nội dung !,2022-12-24 03:28:43,NULL
254,60,photos_K76OA0LKSM__tmp_playtemp6771664243652320621_multipartBody5061915830082727062asTemporaryFile,photos_K76OA0LKSM__tmp_playtemp6771664243652320621_multipartBody5061915830082727062asTemporaryFile34.jfif,Chưa có nội dung !,2022-12-24 03:28:43,NULL
255,60,superior-interior,superior-interior83.jpg,Chưa có nội dung !,2022-12-24 03:28:43,NULL
256,61,2019,201971.jpg,Chưa có nội dung !,2022-12-24 03:29:22,NULL
257,61,2019,201928.jpg,Chưa có nội dung !,2022-12-24 03:29:22,NULL
258,61,2019,201993.jpg,Chưa có nội dung !,2022-12-24 03:29:22,NULL
259,61,photos_GEFM42BNNN__tmp_playtemp6771664243652320621_multipartBody2070575775065890681asTemporaryFile,photos_GEFM42BNNN__tmp_playtemp6771664243652320621_multipartBody2070575775065890681asTemporaryFile6.jfif,Chưa có nội dung !,2022-12-24 03:29:22,NULL
260,62,superior-interior,superior-interior90.jpg,Chưa có nội dung !,2022-12-24 03:30:04,NULL
261,62,superior-twin-1,superior-twin-12.jpg,Chưa có nội dung !,2022-12-24 03:30:04,NULL
262,62,superior-twin-2,superior-twin-225.jpg,Chưa có nội dung !,2022-12-24 03:30:04,NULL
263,62,superior-twin-3,superior-twin-361.jpg,Chưa có nội dung !,2022-12-24 03:30:04,NULL
