gallery_hotel_id,hotel_id,gallery_hotel_name,gallery_hotel_type,gallery_hotel_image,gallery_hotel_content,created_at,updated_at
331,10,suite-resize,1,suite-resize13.png,Chưa có nội dung !,2022-12-24 03:46:10,NULL
332,10,SVoDajCBSZmO4UvOc9ISLg-2,1,SVoDajCBSZmO4UvOc9ISLg-290.jpeg,Chưa có nội dung !,2022-12-24 03:46:10,NULL
333,10,wdo1500478859_khach_san_mandila_beach_da_nang,1,wdo1500478859_khach_san_mandila_beach_da_nang70.jpg,Chưa có nội dung !,2022-12-24 03:46:10,NULL
334,10,zwX5WYt8QT2MysTEGqHVZg-0,1,zwX5WYt8QT2MysTEGqHVZg-087.jpeg,Chưa có nội dung !,2022-12-24 03:46:10,NULL
335,7,chi07885,1,chi0788599.png,Chưa có nội dung !,2022-12-24 03:47:22,NULL
336,7,chi07917-edit,1,chi07917-edit84.png,Chưa có nội dung !,2022-12-24 03:47:22,NULL
337,7,chi07967-edit,1,chi07967-edit18.png,Chưa có nội dung !,2022-12-24 03:47:22,NULL
338,7,chi08105-edit,1,chi08105-edit97.png,Chưa có nội dung !,2022-12-24 03:47:22,NULL
339,7,chi08155-edit,1,chi08155-edit41.png,Chưa có nội dung !,2022-12-24 03:47:22,NULL
340,7,edhuQe02TVeWipcX8I9W1w-296,1,edhuQe02TVeWipcX8I9W1w-29626.jpeg,Chưa có nội dung !,2022-12-24 03:47:22,NULL
341,7,jfMvp-RiTXqg3zoAqwsOmw-302,1,jfMvp-RiTXqg3zoAqwsOmw-30219.jpeg,Chưa có nội dung !,2022-12-24 03:47:22,NULL
342,7,k_AXtJzJQQOzb-SECGNXiA-288,1,k_AXtJzJQQOzb-SECGNXiA-28857.jpeg,Chưa có nội dung !,2022-12-24 03:47:22,NULL
343,7,KsTI9yQlRpifWwgEeiTn7A-0,1,KsTI9yQlRpifWwgEeiTn7A-037.jpeg,Chưa có nội dung !,2022-12-24 03:47:22,NULL
344,7,suite-resize,1,suite-resize25.png,Chưa có nội dung !,2022-12-24 03:47:22,NULL
345,7,SVoDajCBSZmO4UvOc9ISLg-2,1,SVoDajCBSZmO4UvOc9ISLg-215.jpeg,Chưa có nội dung !,2022-12-24 03:47:22,NULL
346,7,wdo1500478859_khach_san_mandila_beach_da_nang,1,wdo1500478859_khach_san_mandila_beach_da_nang81.jpg,Chưa có nội dung !,2022-12-24 03:47:22,NULL
347,7,zwX5WYt8QT2MysTEGqHVZg-0,1,zwX5WYt8QT2MysTEGqHVZg-053.jpeg,Chưa có nội dung !,2022-12-24 03:47:22,NULL
348,7,0,2,020.mp4,Chưa có nội dung !,2022-12-24 03:47:32,NULL
349,22,57367434,1,573674347.jpg,Chưa có nội dung !,2025-10-26 02:59:00,NULL
350,22,80735139,1,807351398.jpg,Chưa có nội dung !,2025-10-26 02:59:00,NULL
351,22,80735144,1,8073514487.jpg,Chưa có nội dung !,2025-10-26 02:59:00,NULL
352,22,80735184,1,8073518441.jpg,Chưa có nội dung !,2025-10-26 02:59:00,NULL
353,22,80735240,1,8073524052.jpg,Chưa có nội dung !,2025-10-26 02:59:00,NULL
354,22,80735244,1,8073524435.jpg,Chưa có nội dung !,2025-10-26 02:59:00,NULL
355,22,80735282,1,8073528283.jpg,Chưa có nội dung !,2025-10-26 02:59:00,NULL
356,22,114577146,1,11457714614.jpg,Chưa có nội dung !,2025-10-26 02:59:00,NULL
357,22,57367434,1,5736743423.jpg,Chưa có nội dung !,2025-10-26 02:59:05,NULL
358,22,80735139,1,8073513945.jpg,Chưa có nội dung !,2025-10-26 02:59:05,NULL
359,22,80735144,1,8073514447.jpg,Chưa có nội dung !,2025-10-26 02:59:05,NULL
360,22,80735184,1,8073518459.jpg,Chưa có nội dung !,2025-10-26 02:59:05,NULL
361,22,80735240,1,8073524012.jpg,Chưa có nội dung !,2025-10-26 02:59:05,NULL
362,22,80735244,1,8073524451.jpg,Chưa có nội dung !,2025-10-26 02:59:05,NULL
363,22,80735282,1,8073528299.jpg,Chưa có nội dung !,2025-10-26 02:59:05,NULL
364,22,114577146,1,11457714618.jpg,Chưa có nội dung !,2025-10-26 02:59:05,NULL
365,23,494032825,1,49403282512.jpg,Chưa có nội dung !,2025-10-26 03:20:19,NULL
366,23,590553183,1,59055318324.jpg,Chưa có nội dung !,2025-10-26 03:20:19,NULL
368,23,603142137,1,60314213710.jpg,Chưa có nội dung !,2025-10-26 03:20:19,NULL
369,23,603142243,1,60314224393.jpg,Chưa có nội dung !,2025-10-26 03:20:19,NULL
370,23,603142298,1,60314229879.jpg,Chưa có nội dung !,2025-10-26 03:20:19,NULL
371,23,603143623,1,60314362341.jpg,Chưa có nội dung !,2025-10-26 03:20:19,NULL
372,23,603143661,1,60314366121.jpg,Chưa có nội dung !,2025-10-26 03:20:19,NULL
373,23,603143767,1,60314376739.jpg,Chưa có nội dung !,2025-10-26 03:20:19,NULL
374,23,605595303,1,60559530397.jpg,Chưa có nội dung !,2025-10-26 03:20:19,NULL
375,23,749189580,1,74918958058.jpg,Chưa có nội dung !,2025-10-26 03:20:19,NULL
