order_details_id,order_code,hotel_id,hotel_name,room_id,room_name,type_room_id,price_room,hotel_fee,created_at,updated_at
1719,MYHOTEL9413,4,Sheraton Grand Resort,11,Deluxe Room,24,8494259,0,2024-05-07 17:00:00,NULL
1720,MYHOTEL5563,10,Le Sands Oceanfront,29,Premier Oceanfront Twin,79,6110128,150000,2024-06-04 17:00:00,NULL
1721,MYHOTEL5047,22,Hải Âu Hotel,64,Superior Double,171,5000000,200000,2024-10-23 17:00:00,NULL
1722,MYHOTEL5173,16,Khách sạn Mandila Beach,45,Deluxe Twin,117,8515000,200000,2024-05-17 17:00:00,NULL
1723,MYHOTEL2770,19,The Blossom Resort Island,56,Deluxe King Room with Street View,147,6225000,200000,2024-04-10 17:00:00,NULL
1724,MYHOTEL5544,15,Four Points by Sheraton,42,Superior King Ocean View,109,5100000,100000,2024-03-02 17:00:00,NULL
1725,MYHOTEL5541,11,Khách Sạn Dana Marina,30,Superior Twin,81,3400000,200000,2024-04-13 17:00:00,NULL
1726,MYHOTEL4602,10,Le Sands Oceanfront,27,Deluxe Ocean Twin,75,6800000,150000,2024-04-30 17:00:00,NULL
1727,MYHOTEL8309,7,Khách Sạn Radisson,18,Deluxe Twin Room,72,7631890,100000,2024-12-08 17:00:00,NULL
1728,MYHOTEL3758,19,The Blossom Resort Island,56,Deluxe King Room with Street View,147,12450000,150000,2024-03-13 17:00:00,NULL
1729,MYHOTEL6890,20,Khách Sạn Eden Ocean View,57,Classic Double,148,8400000,0,2024-08-18 17:00:00,NULL
1730,MYHOTEL2474,7,Khách Sạn Radisson,18,Deluxe Twin Room,73,6800000,100000,2024-01-18 17:00:00,NULL
1731,MYHOTEL8141,22,Hải Âu Hotel,63,Standard Double,170,2400000,0,2024-09-24 17:00:00,NULL
1732,MYHOTEL4870,4,Sheraton Grand Resort,11,Deluxe Room,23,7500000,100000,2024-05-26 17:00:00,NULL
1733,MYHOTEL6332,22,Hải Âu Hotel,63,Standard Double,170,1600000,150000,2024-03-31 17:00:00,NULL
1734,MYHOTEL5575,17,Đà Nẵng Golden Bay,48,Superior Twin/King,125,4600000,0,2024-08-27 17:00:00,NULL
1735,MYHOTEL9871,4,Sheraton Grand Resort,10,Phòng Premier Deluxe Twin,20,5600000,0,2024-05-26 17:00:00,NULL
1736,MYHOTEL5889,18,Cicilia Hotels & Spa Danang,51,Deluxe City View,132,2400000,100000,2024-01-18 17:00:00,NULL
1737,MYHOTEL8371,2,Meliá Vinpearl Riverfront,7,Deluxe Room Horizon View,11,2611272,100000,2024-01-08 17:00:00,NULL
1738,MYHOTEL6743,19,The Blossom Resort Island,54,Superior King Room,140,4400000,0,2024-05-04 17:00:00,NULL
1739,MYHOTEL1395,2,Meliá Vinpearl Riverfront,6,Deluxe Room,7,1156903,150000,2024-01-30 17:00:00,NULL
1740,MYHOTEL3358,21,Risemount Premier Resort,60,Superior King Room,156,6600000,100000,2024-07-11 17:00:00,NULL
1741,MYHOTEL2082,11,Khách Sạn Dana Marina,30,Superior Twin,81,23800000,0,2024-03-23 17:00:00,NULL
1742,MYHOTEL9977,20,Khách Sạn Eden Ocean View,57,Classic Double,148,7000000,200000,2024-06-23 17:00:00,NULL
1743,MYHOTEL1840,10,Le Sands Oceanfront,27,Deluxe Ocean Twin,75,10200000,200000,2024-05-18 17:00:00,NULL
1744,MYHOTEL3523,10,Le Sands Oceanfront,27,Deluxe Ocean Twin,75,3400000,0,2024-06-08 17:00:00,NULL
1745,MYHOTEL2649,10,Le Sands Oceanfront,29,Premier Oceanfront Twin,79,15275320,150000,2024-03-21 17:00:00,NULL
1746,MYHOTEL1647,4,Sheraton Grand Resort,9,Phòng Deluxe King,17,1530000,150000,2024-06-17 17:00:00,NULL
1747,MYHOTEL5660,7,Khách Sạn Radisson,19,Deluxe Double City View,72,17500000,0,2024-05-15 17:00:00,NULL
1748,MYHOTEL3419,9,Mikazuki Japanese,24,Deluxe Double Panoramic Ocean View,62,2543271,100000,2024-01-18 17:00:00,NULL
1749,MYHOTEL4137,22,Hải Âu Hotel,65,Deluxe Double,172,7200000,100000,2024-08-29 17:00:00,NULL
1750,MYHOTEL3427,7,Khách Sạn Radisson,18,Deluxe Twin Room,73,1700000,150000,2024-07-30 17:00:00,NULL
1751,MYHOTEL6910,21,Risemount Premier Resort,62,Superior Twin Room,161,9000000,150000,2024-04-12 17:00:00,NULL
1752,MYHOTEL8774,19,The Blossom Resort Island,56,Deluxe King Room with Street View,147,6225000,200000,2024-01-22 17:00:00,NULL
1753,MYHOTEL4633,3,Mường Thanh Luxury,2,Phòng Grand Suite,42,3627429,150000,2024-07-20 17:00:00,NULL
1754,MYHOTEL1232,22,Hải Âu Hotel,65,Deluxe Double,172,4800000,0,2024-04-29 17:00:00,NULL
1755,MYHOTEL6921,11,Khách Sạn Dana Marina,30,Superior Twin,81,6800000,150000,2024-07-30 17:00:00,NULL
1756,MYHOTEL9368,5,The Nalod,12,Phòng Deluxe King,26,573196,150000,2024-03-31 17:00:00,NULL
1757,MYHOTEL8084,7,Khách Sạn Radisson,18,Deluxe Twin Room,72,18132081,100000,2024-09-01 17:00:00,NULL
1758,MYHOTEL4262,4,Sheraton Grand Resort,11,Deluxe Room,23,10500000,200000,2024-10-11 17:00:00,NULL
1759,MYHOTEL3224,2,Meliá Vinpearl Riverfront,7,Deluxe Room Horizon View,11,9139452,0,2024-03-08 17:00:00,NULL
1760,MYHOTEL3507,12,Khách Sạn Mỹ Khê 2,33,Superior I Double/Twin,87,16200000,0,2024-06-01 17:00:00,NULL
1761,MYHOTEL6939,18,Cicilia Hotels & Spa Danang,51,Deluxe City View,132,2400000,150000,2024-06-15 17:00:00,NULL
1762,MYHOTEL5874,4,Sheraton Grand Resort,9,Phòng Deluxe King,17,10710000,150000,2024-06-07 17:00:00,NULL
1763,MYHOTEL2343,20,Khách Sạn Eden Ocean View,57,Classic Double,148,7000000,150000,2024-07-25 17:00:00,NULL
1764,MYHOTEL6640,10,Le Sands Oceanfront,27,Deluxe Ocean Twin,75,20400000,100000,2024-11-08 17:00:00,NULL
1765,MYHOTEL3100,5,The Nalod,14,Phòng Deluxe Twin,33,916499,200000,2023-12-31 17:00:00,NULL
1766,MYHOTEL8324,2,Meliá Vinpearl Riverfront,8,Grand Premium Room,13,1200000,0,2024-12-21 17:00:00,NULL
1767,MYHOTEL4080,21,Risemount Premier Resort,62,Superior Twin Room,161,3000000,200000,2024-12-04 17:00:00,NULL
1768,MYHOTEL8516,18,Cicilia Hotels & Spa Danang,51,Deluxe City View,132,4800000,0,2024-08-08 17:00:00,NULL
1769,MYHOTEL8362,7,Khách Sạn Radisson,19,Deluxe Double City View,72,3500000,200000,2024-09-27 17:00:00,NULL
1770,MYHOTEL9143,2,Meliá Vinpearl Riverfront,6,Deluxe Room,16,3300000,0,2024-05-02 17:00:00,NULL
1771,MYHOTEL6847,7,Khách Sạn Radisson,18,Deluxe Twin Room,72,18484624,200000,2024-05-07 17:00:00,NULL
1772,MYHOTEL3244,20,Khách Sạn Eden Ocean View,57,Classic Double,148,5600000,200000,2024-04-25 17:00:00,NULL
1773,MYHOTEL1599,4,Sheraton Grand Resort,9,Phòng Deluxe King,19,2842330,200000,2024-03-09 17:00:00,NULL
1774,MYHOTEL2532,5,The Nalod,13,Phòng Premier Deluxe Twin,31,1016587,200000,2024-04-16 17:00:00,NULL
1775,MYHOTEL4544,10,Le Sands Oceanfront,27,Deluxe Ocean Twin,75,6800000,150000,2024-10-03 17:00:00,NULL
1776,MYHOTEL3691,4,Sheraton Grand Resort,11,Deluxe Room,25,3955201,150000,2023-12-31 17:00:00,NULL
1777,MYHOTEL8550,10,Le Sands Oceanfront,29,Premier Oceanfront Twin,79,21385448,100000,2024-04-09 17:00:00,NULL
1778,MYHOTEL9733,18,Cicilia Hotels & Spa Danang,51,Deluxe City View,132,4800000,100000,2024-08-29 17:00:00,NULL
1779,MYHOTEL5360,5,The Nalod,12,Phòng Deluxe King,26,602357,100000,2024-07-30 17:00:00,NULL
1780,MYHOTEL3820,21,Risemount Premier Resort,62,Superior Twin Room,161,10500000,200000,2024-03-20 17:00:00,NULL
1781,MYHOTEL3077,2,Meliá Vinpearl Riverfront,6,Deluxe Room,8,10500000,150000,2024-07-10 17:00:00,NULL
1782,MYHOTEL4956,6,Khách sạn Grand Tourane,15,Superior City View Twin,45,2681813,100000,2024-03-04 17:00:00,NULL
1783,MYHOTEL9486,3,Mường Thanh Luxury,3,Phòng Deluxe King,37,10220686,100000,2024-03-11 17:00:00,NULL
1784,MYHOTEL1497,19,The Blossom Resort Island,54,Superior King Room,140,2200000,150000,2024-01-15 17:00:00,NULL
1785,MYHOTEL6125,22,Hải Âu Hotel,65,Deluxe Double,172,7200000,0,2024-11-17 17:00:00,NULL
1786,MYHOTEL9215,22,Hải Âu Hotel,64,Superior Double,171,7000000,200000,2024-09-23 17:00:00,NULL
1787,MYHOTEL6658,2,Meliá Vinpearl Riverfront,6,Deluxe Room,16,6600000,0,2024-01-01 17:00:00,NULL
1788,MYHOTEL6999,5,The Nalod,12,Phòng Deluxe King,27,2211954,150000,2024-09-17 17:00:00,NULL
1789,MYHOTEL6817,3,Mường Thanh Luxury,5,Phòng Premier Deluxe Twin,40,4826939,200000,2024-01-27 17:00:00,NULL
1790,MYHOTEL5142,7,Khách Sạn Radisson,18,Deluxe Twin Room,73,11900000,0,2024-05-16 17:00:00,NULL
1791,MYHOTEL9969,21,Risemount Premier Resort,62,Superior Twin Room,161,9000000,150000,2024-11-15 17:00:00,NULL
1792,MYHOTEL3537,21,Risemount Premier Resort,60,Superior King Room,156,13200000,100000,2024-09-26 17:00:00,NULL
1793,MYHOTEL5126,7,Khách Sạn Radisson,18,Deluxe Twin Room,73,5100000,200000,2024-03-06 17:00:00,NULL
1794,MYHOTEL6569,7,Khách Sạn Radisson,19,Deluxe Double City View,72,7000000,150000,2024-01-21 17:00:00,NULL
1795,MYHOTEL5512,21,Risemount Premier Resort,62,Superior Twin Room,161,4500000,100000,2024-02-24 17:00:00,NULL
1796,MYHOTEL4912,3,Mường Thanh Luxury,5,Phòng Premier Deluxe Twin,40,8006818,150000,2024-12-16 17:00:00,NULL
1797,MYHOTEL2674,16,Khách sạn Mandila Beach,45,Deluxe Twin,117,1703000,150000,2024-12-27 17:00:00,NULL
1798,MYHOTEL7635,22,Hải Âu Hotel,63,Standard Double,170,800000,100000,2024-10-29 17:00:00,NULL
1799,MYHOTEL2748,5,The Nalod,13,Phòng Premier Deluxe Twin,31,2195027,0,2024-01-05 17:00:00,NULL
1800,MYHOTEL2249,5,The Nalod,14,Phòng Deluxe Twin,33,3345004,100000,2024-07-18 17:00:00,NULL
1801,MYHOTEL7672,5,The Nalod,14,Phòng Deluxe Twin,33,3631012,200000,2024-09-27 17:00:00,NULL
1802,MYHOTEL7010,11,Khách Sạn Dana Marina,30,Superior Twin,81,17000000,100000,2024-09-22 17:00:00,NULL
1803,MYHOTEL1907,21,Risemount Premier Resort,62,Superior Twin Room,161,6000000,0,2024-03-05 17:00:00,NULL
1804,MYHOTEL9340,4,Sheraton Grand Resort,10,Phòng Premier Deluxe Twin,22,3389460,100000,2024-04-20 17:00:00,NULL
1805,MYHOTEL8813,3,Mường Thanh Luxury,2,Phòng Grand Suite,1,4345608,0,2024-09-26 17:00:00,NULL
1806,MYHOTEL1778,9,Mikazuki Japanese,24,Deluxe Double Panoramic Ocean View,62,2945013,0,2024-01-27 17:00:00,NULL
1807,MYHOTEL7293,22,Hải Âu Hotel,65,Deluxe Double,172,3600000,0,2024-09-23 17:00:00,NULL
1808,MYHOTEL7622,9,Mikazuki Japanese,24,Deluxe Double Panoramic Ocean View,62,17559192,100000,2024-05-29 17:00:00,NULL
1809,MYHOTEL8241,22,Hải Âu Hotel,64,Superior Double,171,1000000,200000,2024-11-22 17:00:00,NULL
1810,MYHOTEL7655,2,Meliá Vinpearl Riverfront,7,Deluxe Room Horizon View,11,7833816,0,2024-03-12 17:00:00,NULL
1811,MYHOTEL6518,2,Meliá Vinpearl Riverfront,8,Grand Premium Room,15,9472948,0,2024-12-09 17:00:00,NULL
1812,MYHOTEL2025,20,Khách Sạn Eden Ocean View,57,Classic Double,148,9800000,0,2024-12-06 17:00:00,NULL
1813,MYHOTEL8263,4,Sheraton Grand Resort,10,Phòng Premier Deluxe Twin,22,5109800,150000,2024-01-27 17:00:00,NULL
1814,MYHOTEL9062,19,The Blossom Resort Island,54,Superior King Room,140,4400000,200000,2024-12-08 17:00:00,NULL
1815,MYHOTEL2461,11,Khách Sạn Dana Marina,30,Superior Twin,81,6800000,150000,2024-02-03 17:00:00,NULL
1816,MYHOTEL3676,5,The Nalod,13,Phòng Premier Deluxe Twin,31,2236300,200000,2024-01-05 17:00:00,NULL
1817,MYHOTEL6292,9,Mikazuki Japanese,24,Deluxe Double Panoramic Ocean View,62,7437344,150000,2024-06-05 17:00:00,NULL
1818,MYHOTEL9785,21,Risemount Premier Resort,60,Superior King Room,156,15400000,0,2024-01-07 17:00:00,NULL
1819,MYHOTEL4750,22,Hải Âu Hotel,63,Standard Double,170,4800000,100000,2024-10-04 17:00:00,NULL
1820,MYHOTEL6372,2,Meliá Vinpearl Riverfront,7,Deluxe Room Horizon View,9,6669845,100000,2024-02-12 17:00:00,NULL
1821,MYHOTEL6363,5,The Nalod,14,Phòng Deluxe Twin,33,4807402,100000,2024-02-06 17:00:00,NULL
1822,MYHOTEL3594,3,Mường Thanh Luxury,5,Phòng Premier Deluxe Twin,40,5668241,150000,2024-04-29 17:00:00,NULL
1823,MYHOTEL9391,10,Le Sands Oceanfront,29,Premier Oceanfront Twin,79,9165192,150000,2024-09-15 17:00:00,NULL
1824,MYHOTEL5503,22,Hải Âu Hotel,64,Superior Double,171,2000000,200000,2024-08-31 17:00:00,NULL
1825,MYHOTEL9591,6,Khách sạn Grand Tourane,15,Superior City View Twin,44,8456097,100000,2024-09-08 17:00:00,NULL
1826,MYHOTEL6613,19,The Blossom Resort Island,56,Deluxe King Room with Street View,147,2075000,0,2024-12-09 17:00:00,NULL
1827,MYHOTEL8918,5,The Nalod,13,Phòng Premier Deluxe Twin,30,6669948,0,2024-12-15 17:00:00,NULL
1828,MYHOTEL9022,16,Khách sạn Mandila Beach,45,Deluxe Twin,117,10218000,0,2024-10-12 17:00:00,NULL
1829,MYHOTEL6023,15,Four Points by Sheraton,42,Superior King Ocean View,110,9206817,200000,2024-12-13 17:00:00,NULL
1830,MYHOTEL9544,21,Risemount Premier Resort,62,Superior Twin Room,161,7500000,0,2024-09-02 17:00:00,NULL
1831,MYHOTEL9593,5,The Nalod,13,Phòng Premier Deluxe Twin,30,3377584,100000,2024-03-28 17:00:00,NULL
1832,MYHOTEL1576,15,Four Points by Sheraton,42,Superior King Ocean View,109,10200000,150000,2024-03-16 17:00:00,NULL
1833,MYHOTEL6421,20,Khách Sạn Eden Ocean View,57,Classic Double,148,2800000,150000,2024-03-06 17:00:00,NULL
1834,MYHOTEL5581,22,Hải Âu Hotel,64,Superior Double,171,2000000,150000,2024-03-25 17:00:00,NULL
1835,MYHOTEL3554,5,The Nalod,12,Phòng Deluxe King,28,2421080,150000,2024-01-13 17:00:00,NULL
1836,MYHOTEL2134,10,Le Sands Oceanfront,27,Deluxe Ocean Twin,75,23800000,100000,2024-11-24 17:00:00,NULL
1837,MYHOTEL7931,21,Risemount Premier Resort,62,Superior Twin Room,161,7500000,200000,2024-10-26 17:00:00,NULL
1838,MYHOTEL9902,7,Khách Sạn Radisson,19,Deluxe Double City View,72,17500000,100000,2024-02-04 17:00:00,NULL
1839,MYHOTEL4341,3,Mường Thanh Luxury,3,Phòng Deluxe King,38,2386897,0,2024-09-22 17:00:00,NULL
1840,MYHOTEL9371,20,Khách Sạn Eden Ocean View,57,Classic Double,148,1400000,100000,2024-10-18 17:00:00,NULL
1841,MYHOTEL4523,3,Mường Thanh Luxury,5,Phòng Premier Deluxe Twin,3,9000000,200000,2024-03-01 17:00:00,NULL
1842,MYHOTEL2651,7,Khách Sạn Radisson,18,Deluxe Twin Room,72,13045328,100000,2024-10-21 17:00:00,NULL
1843,MYHOTEL9078,22,Hải Âu Hotel,63,Standard Double,170,3200000,150000,2024-05-15 17:00:00,NULL
1844,MYHOTEL3956,10,Le Sands Oceanfront,27,Deluxe Ocean Twin,75,17000000,150000,2024-05-08 17:00:00,NULL
1845,MYHOTEL8676,2,Meliá Vinpearl Riverfront,6,Deluxe Room,16,1100000,100000,2024-08-12 17:00:00,NULL
1846,MYHOTEL7506,21,Risemount Premier Resort,60,Superior King Room,156,15400000,100000,2024-01-14 17:00:00,NULL
1847,MYHOTEL9497,22,Hải Âu Hotel,63,Standard Double,170,2400000,0,2024-01-22 17:00:00,NULL
1848,MYHOTEL2343,17,Đà Nẵng Golden Bay,48,Superior Twin/King,125,6900000,100000,2024-01-08 17:00:00,NULL
1849,MYHOTEL3743,5,The Nalod,13,Phòng Premier Deluxe Twin,29,2468880,150000,2024-03-23 17:00:00,NULL
1850,MYHOTEL1080,2,Meliá Vinpearl Riverfront,6,Deluxe Room,8,4500000,100000,2024-08-31 17:00:00,NULL
1851,MYHOTEL3486,4,Sheraton Grand Resort,9,Phòng Deluxe King,19,1272556,0,2024-11-06 17:00:00,NULL
1852,MYHOTEL8315,5,The Nalod,12,Phòng Deluxe King,27,1201011,100000,2024-04-01 17:00:00,NULL
1853,MYHOTEL5939,3,Mường Thanh Luxury,3,Phòng Deluxe King,38,2543577,200000,2024-06-20 17:00:00,NULL
1854,MYHOTEL7008,15,Four Points by Sheraton,42,Superior King Ocean View,109,3400000,150000,2024-07-10 17:00:00,NULL
1855,MYHOTEL3017,9,Mikazuki Japanese,24,Deluxe Double Panoramic Ocean View,62,6454109,100000,2024-01-13 17:00:00,NULL
1856,MYHOTEL3072,19,The Blossom Resort Island,56,Deluxe King Room with Street View,147,14525000,200000,2024-08-05 17:00:00,NULL
1857,MYHOTEL7644,2,Meliá Vinpearl Riverfront,6,Deluxe Room,16,2200000,150000,2024-01-16 17:00:00,NULL
1858,MYHOTEL2811,7,Khách Sạn Radisson,18,Deluxe Twin Room,72,20087375,0,2024-03-10 17:00:00,NULL
1859,MYHOTEL9458,10,Le Sands Oceanfront,27,Deluxe Ocean Twin,75,23800000,200000,2024-05-20 17:00:00,NULL
1860,MYHOTEL4755,19,The Blossom Resort Island,54,Superior King Room,140,8800000,0,2024-07-27 17:00:00,NULL
1861,MYHOTEL3977,12,Khách Sạn Mỹ Khê 2,33,Superior I Double/Twin,87,16200000,100000,2024-02-27 17:00:00,NULL
1862,MYHOTEL7595,20,Khách Sạn Eden Ocean View,57,Classic Double,148,1400000,0,2024-10-13 17:00:00,NULL
1863,MYHOTEL7796,21,Risemount Premier Resort,60,Superior King Room,156,2200000,200000,2024-01-09 17:00:00,NULL
1864,MYHOTEL4865,5,The Nalod,12,Phòng Deluxe King,27,3812078,200000,2024-03-03 17:00:00,NULL
1865,MYHOTEL5876,2,Meliá Vinpearl Riverfront,7,Deluxe Room Horizon View,9,8495888,0,2024-06-10 17:00:00,NULL
1866,MYHOTEL2631,4,Sheraton Grand Resort,9,Phòng Deluxe King,18,3390313,0,2024-07-30 17:00:00,NULL
1867,MYHOTEL2866,10,Le Sands Oceanfront,27,Deluxe Ocean Twin,75,6800000,150000,2024-08-10 17:00:00,NULL
1868,MYHOTEL1899,2,Meliá Vinpearl Riverfront,6,Deluxe Room,8,6000000,0,2024-09-19 17:00:00,NULL
1869,MYHOTEL2368,5,The Nalod,14,Phòng Deluxe Twin,32,7413330,100000,2024-07-07 17:00:00,NULL
1870,MYHOTEL8393,21,Risemount Premier Resort,60,Superior King Room,156,6600000,200000,2024-05-12 17:00:00,NULL
1871,MYHOTEL5251,10,Le Sands Oceanfront,29,Premier Oceanfront Twin,79,3055064,150000,2024-08-11 17:00:00,NULL
1872,MYHOTEL2376,4,Sheraton Grand Resort,9,Phòng Deluxe King,17,1530000,200000,2024-10-14 17:00:00,NULL
1873,MYHOTEL5376,22,Hải Âu Hotel,65,Deluxe Double,172,6000000,200000,2024-07-18 17:00:00,NULL
1874,MYHOTEL6800,3,Mường Thanh Luxury,3,Phòng Deluxe King,38,4388966,100000,2024-09-05 17:00:00,NULL
1875,MYHOTEL2674,2,Meliá Vinpearl Riverfront,7,Deluxe Room Horizon View,11,1305636,150000,2024-03-17 17:00:00,NULL
1876,MYHOTEL1673,22,Hải Âu Hotel,63,Standard Double,170,4000000,100000,2024-05-15 17:00:00,NULL
1877,MYHOTEL4513,20,Khách Sạn Eden Ocean View,57,Classic Double,148,1400000,0,2024-08-04 17:00:00,NULL
1878,MYHOTEL5169,5,The Nalod,12,Phòng Deluxe King,26,1965066,200000,2023-12-31 17:00:00,NULL
1879,MYHOTEL3369,5,The Nalod,13,Phòng Premier Deluxe Twin,30,4027228,0,2024-03-24 17:00:00,NULL
1880,MYHOTEL7565,4,Sheraton Grand Resort,11,Deluxe Room,23,7500000,150000,2024-10-30 17:00:00,NULL
1881,MYHOTEL6117,22,Hải Âu Hotel,65,Deluxe Double,172,6000000,200000,2024-12-21 17:00:00,NULL
1882,MYHOTEL6755,3,Mường Thanh Luxury,5,Phòng Premier Deluxe Twin,39,10200000,150000,2024-05-05 17:00:00,NULL
1883,MYHOTEL2638,22,Hải Âu Hotel,64,Superior Double,171,2000000,200000,2024-06-08 17:00:00,NULL
1884,MYHOTEL7165,3,Mường Thanh Luxury,2,Phòng Grand Suite,42,3384271,150000,2024-03-09 17:00:00,NULL
1885,MYHOTEL6156,18,Cicilia Hotels & Spa Danang,51,Deluxe City View,132,2400000,200000,2024-05-13 17:00:00,NULL
1886,MYHOTEL7246,10,Le Sands Oceanfront,27,Deluxe Ocean Twin,75,6800000,200000,2024-03-06 17:00:00,NULL
1887,MYHOTEL5818,10,Le Sands Oceanfront,27,Deluxe Ocean Twin,75,23800000,200000,2024-03-22 17:00:00,NULL
1888,MYHOTEL9739,17,Đà Nẵng Golden Bay,48,Superior Twin/King,125,6900000,0,2024-03-30 17:00:00,NULL
1889,MYHOTEL5476,22,Hải Âu Hotel,63,Standard Double,170,4000000,0,2024-03-28 17:00:00,NULL
1890,MYHOTEL4340,11,Khách Sạn Dana Marina,30,Superior Twin,81,20400000,0,2024-03-15 17:00:00,NULL
1891,MYHOTEL6075,22,Hải Âu Hotel,63,Standard Double,170,1600000,150000,2024-11-20 17:00:00,NULL
1892,MYHOTEL5169,10,Le Sands Oceanfront,29,Premier Oceanfront Twin,79,21385448,150000,2024-07-03 17:00:00,NULL
1893,MYHOTEL2390,9,Mikazuki Japanese,24,Deluxe Double Panoramic Ocean View,62,15214208,100000,2024-03-18 17:00:00,NULL
1894,MYHOTEL2102,22,Hải Âu Hotel,64,Superior Double,171,3000000,0,2024-08-30 17:00:00,NULL
1895,MYHOTEL6423,3,Mường Thanh Luxury,3,Phòng Deluxe King,38,9675541,100000,2024-06-14 17:00:00,NULL
1896,MYHOTEL5568,4,Sheraton Grand Resort,11,Deluxe Room,24,1215203,150000,2024-09-19 17:00:00,NULL
1897,MYHOTEL8378,3,Mường Thanh Luxury,5,Phòng Premier Deluxe Twin,3,1500000,150000,2024-12-17 17:00:00,NULL
1898,MYHOTEL1998,22,Hải Âu Hotel,64,Superior Double,171,5000000,200000,2024-11-13 17:00:00,NULL
1899,MYHOTEL4709,10,Le Sands Oceanfront,27,Deluxe Ocean Twin,75,10200000,200000,2024-12-28 17:00:00,NULL
1900,MYHOTEL3748,17,Đà Nẵng Golden Bay,48,Superior Twin/King,125,16100000,100000,2024-09-20 17:00:00,NULL
1901,MYHOTEL4102,5,The Nalod,12,Phòng Deluxe King,26,661584,200000,2024-07-15 17:00:00,NULL
1902,MYHOTEL9361,3,Mường Thanh Luxury,5,Phòng Premier Deluxe Twin,3,9000000,150000,2024-06-11 17:00:00,NULL
1903,MYHOTEL7063,3,Mường Thanh Luxury,2,Phòng Grand Suite,1,8656671,0,2024-08-21 17:00:00,NULL
1904,MYHOTEL2209,2,Meliá Vinpearl Riverfront,8,Grand Premium Room,13,7200000,200000,2024-08-08 17:00:00,NULL
1905,MYHOTEL1687,22,Hải Âu Hotel,64,Superior Double,171,7000000,200000,2024-11-09 17:00:00,NULL
1906,MYHOTEL9846,22,Hải Âu Hotel,65,Deluxe Double,172,6000000,100000,2024-07-16 17:00:00,NULL
1907,MYHOTEL1382,2,Meliá Vinpearl Riverfront,7,Deluxe Room Horizon View,11,5222544,100000,2024-07-03 17:00:00,NULL
1908,MYHOTEL6918,2,Meliá Vinpearl Riverfront,7,Deluxe Room Horizon View,9,3520960,0,2024-10-18 17:00:00,NULL
1909,MYHOTEL4029,5,The Nalod,13,Phòng Premier Deluxe Twin,30,7328065,0,2024-12-08 17:00:00,NULL
1910,MYHOTEL7003,7,Khách Sạn Radisson,18,Deluxe Twin Room,73,8500000,200000,2024-06-19 17:00:00,NULL
1911,MYHOTEL7717,2,Meliá Vinpearl Riverfront,8,Grand Premium Room,13,4800000,0,2024-11-18 17:00:00,NULL
1912,MYHOTEL3636,21,Risemount Premier Resort,60,Superior King Room,156,2200000,150000,2024-01-02 17:00:00,NULL
1913,MYHOTEL2411,3,Mường Thanh Luxury,2,Phòng Grand Suite,1,2362052,0,2024-11-07 17:00:00,NULL
1914,MYHOTEL4270,4,Sheraton Grand Resort,11,Deluxe Room,23,10500000,150000,2024-04-25 17:00:00,NULL
1915,MYHOTEL9260,4,Sheraton Grand Resort,10,Phòng Premier Deluxe Twin,22,4670865,0,2024-01-02 17:00:00,NULL
1916,MYHOTEL6646,10,Le Sands Oceanfront,29,Premier Oceanfront Twin,79,15275320,200000,2024-07-29 17:00:00,NULL
1917,MYHOTEL1581,21,Risemount Premier Resort,60,Superior King Room,156,15400000,100000,2024-06-07 17:00:00,NULL
1918,MYHOTEL8173,10,Le Sands Oceanfront,29,Premier Oceanfront Twin,79,9165192,0,2024-08-26 17:00:00,NULL
1919,MYHOTEL1637,15,Four Points by Sheraton,42,Superior King Ocean View,110,21482573,0,2024-07-25 17:00:00,NULL
1920,MYHOTEL9850,7,Khách Sạn Radisson,19,Deluxe Double City View,72,24500000,200000,2024-11-17 17:00:00,NULL
1921,MYHOTEL1557,16,Khách sạn Mandila Beach,45,Deluxe Twin,117,3406000,200000,2024-03-21 17:00:00,NULL
1922,MYHOTEL2365,5,The Nalod,12,Phòng Deluxe King,27,7715124,150000,2024-01-14 17:00:00,NULL
1923,MYHOTEL7374,17,Đà Nẵng Golden Bay,48,Superior Twin/King,125,16100000,100000,2024-06-16 17:00:00,NULL
1924,MYHOTEL3902,2,Meliá Vinpearl Riverfront,7,Deluxe Room Horizon View,11,9139452,100000,2024-06-09 17:00:00,NULL
1925,MYHOTEL1524,15,Four Points by Sheraton,42,Superior King Ocean View,109,10200000,150000,2024-11-30 17:00:00,NULL
1926,MYHOTEL5981,10,Le Sands Oceanfront,29,Premier Oceanfront Twin,79,12220256,0,2024-01-04 17:00:00,NULL
1927,MYHOTEL4627,6,Khách sạn Grand Tourane,15,Superior City View Twin,43,968522,150000,2024-02-01 17:00:00,NULL
1928,MYHOTEL7355,22,Hải Âu Hotel,64,Superior Double,171,6000000,100000,2024-07-09 17:00:00,NULL
1929,MYHOTEL8847,22,Hải Âu Hotel,63,Standard Double,170,3200000,200000,2024-08-11 17:00:00,NULL
1930,MYHOTEL6475,10,Le Sands Oceanfront,27,Deluxe Ocean Twin,75,13600000,200000,2024-09-07 17:00:00,NULL
1931,MYHOTEL4585,12,Khách Sạn Mỹ Khê 2,33,Superior I Double/Twin,87,13500000,150000,2024-04-03 17:00:00,NULL
1932,MYHOTEL9362,3,Mường Thanh Luxury,5,Phòng Premier Deluxe Twin,39,3400000,0,2024-06-30 17:00:00,NULL
